customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00352,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.56,473.21,Yes
CUST00353,Female,0,No,Yes,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,32.36,15.43,No
CUST00354,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,39.27,1264.02,No
CUST00355,Female,1,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),34.44,96.69,No
CUST00356,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,35.06,70.51,Yes
CUST00357,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.17,915.93,Yes
CUST00358,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,51.9,618.73,Yes
CUST00359,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,51.4,1420.74,No
CUST00360,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),43.29,720.99,Yes
CUST00361,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,56.11,1548.46,No
CUST00362,Female,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.73,1110.03,No
CUST00363,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),40.62,225.34,No
CUST00364,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,53.87,619.31,No
CUST00365,Female,1,No,No,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.16,358.45,Yes
CUST00366,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),36.6,132.77,No
CUST00367,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),38.12,879.81,No
CUST00368,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.84,0.0,Yes
CUST00369,Male,1,No,No,22,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),37.16,857.72,No
CUST00370,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),51.9,452.54,No
CUST00371,Male,0,No,No,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),31.86,12.05,Yes
CUST00372,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),51.41,238.13,Yes
CUST00373,Male,1,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),38.2,965.23,No
CUST00374,Female,1,No,No,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,42.82,726.38,No
CUST00375,Female,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),40.39,50.5,No
CUST00376,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.57,1514.03,Yes
CUST00377,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),57.94,590.13,No
CUST00378,Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,54.22,471.05,No
CUST00379,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,53.27,1234.88,No
CUST00380,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.62,99.71,Yes
CUST00381,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),36.16,40.98,No
CUST00382,Male,1,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.89,223.91,No
CUST00383,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.56,55.78,No
CUST00384,Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,41.17,1063.36,Yes
CUST00385,Female,1,No,No,20,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),48.04,967.82,No
CUST00386,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,43.39,855.64,No
CUST00387,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,53.53,197.32,No
CUST00388,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),48.64,127.47,No
CUST00389,Female,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),29.81,382.6,No
CUST00390,Male,0,No,No,46,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),44.68,2061.77,No
CUST00391,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),50.59,668.16,No
CUST00392,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),53.03,675.14,No
CUST00393,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,55.14,0.0,No
CUST00394,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.57,983.88,No
CUST00395,Female,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.77,364.01,No
CUST00396,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.74,562.97,No
CUST00397,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.09,188.97,No
CUST00398,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.29,1672.43,Yes
CUST00399,Female,1,Yes,No,15,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,42.44,626.06,Yes
CUST00400,Female,1,No,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.04,63.8,Yes
CUST00401,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,25.57,0.0,No
CUST00402,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.55,176.41,No
CUST00403,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,38.67,0.0,Yes
CUST00404,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.15,3104.84,Yes
CUST00405,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),53.33,546.14,No
CUST00406,Female,1,Yes,No,10,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,23.48,248.36,Yes
CUST00407,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,57.83,987.71,Yes
CUST00408,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.4,514.24,Yes
CUST00409,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.92,0.86,No
CUST00410,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.42,390.52,No
CUST00411,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.4,41.04,Yes
CUST00412,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.57,129.05,Yes
CUST00413,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),34.38,68.9,Yes
CUST00414,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,48.45,0.0,No
CUST00415,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,53.49,424.31,No
CUST00416,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),35.6,375.68,No
CUST00417,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.6,383.74,Yes
CUST00418,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.54,145.41,No
CUST00419,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,54.72,1082.1,No
CUST00420,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,30.24,136.82,Yes
CUST00421,Female,0,Yes,Yes,16,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.76,648.79,No
CUST00422,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,50.51,252.93,No
CUST00423,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.11,607.94,Yes
CUST00424,Female,1,Yes,No,0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),34.28,2.17,Yes
CUST00425,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.19,247.05,Yes
CUST00426,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),58.13,505.85,No
CUST00427,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.0,573.09,No
CUST00428,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.56,1085.08,No
CUST00429,Female,1,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,46.7,1340.44,No
CUST00430,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.36,488.49,Yes
CUST00431,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),46.38,269.68,Yes
CUST00432,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,34.59,410.9,No
CUST00433,Male,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,29.46,408.43,Yes
CUST00434,Female,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),47.35,339.93,No
CUST00435,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,51.09,416.91,Yes
CUST00436,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.71,280.52,Yes
CUST00437,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.73,54.31,No
CUST00438,Female,0,Yes,No,21,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,43.66,925.81,No
CUST00439,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,52.72,450.87,No
CUST00440,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.19,938.14,Yes
CUST00441,Female,0,No,Yes,0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),18.69,0.0,No
CUST00442,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,45.64,232.98,No
CUST00443,Male,0,No,No,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),38.06,322.47,No
CUST00444,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.07,94.02,Yes
CUST00445,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),36.93,146.17,No
CUST00446,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.95,982.24,Yes
CUST00447,Female,1,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.18,1886.67,No
CUST00448,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,45.73,1077.03,No
CUST00449,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.6,624.81,No
CUST00450,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.53,834.43,No
CUST00451,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.83,424.21,No
CUST00452,Female,0,No,No,25,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.97,1140.44,No
CUST00453,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,59.79,0.0,No
CUST00454,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,30.34,2.75,No
CUST00455,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),37.72,92.57,Yes
CUST00456,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.99,659.43,No
CUST00457,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,55.32,672.83,No
CUST00458,Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),35.78,271.34,No
CUST00459,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.53,154.95,No
CUST00460,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.93,1777.68,Yes
CUST00461,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,52.7,950.25,Yes
CUST00462,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),46.95,169.0,No
CUST00463,Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.81,191.53,No
CUST00464,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.7,637.95,Yes
CUST00465,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,35.24,55.31,No
CUST00466,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),38.25,410.92,Yes
CUST00467,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,40.18,830.99,No
CUST00468,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,53.27,870.21,No
CUST00469,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.07,375.08,No
CUST00470,Female,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.13,0.0,Yes
CUST00471,Male,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.64,113.44,Yes
CUST00472,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,44.45,1152.95,No
CUST00473,Female,1,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.87,69.5,Yes
CUST00474,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.63,621.54,No
CUST00475,Female,0,No,No,36,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),41.92,1530.29,Yes
CUST00476,Male,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.7,251.4,No
CUST00477,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),28.99,169.75,No
CUST00478,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.73,29.05,No
CUST00479,Male,1,No,No,2,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),38.55,119.18,No
CUST00480,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.83,339.15,Yes
CUST00481,Male,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),43.58,669.91,No
CUST00482,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,48.76,109.58,Yes
CUST00483,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,41.48,43.86,No
CUST00484,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.86,129.41,Yes
CUST00485,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.41,327.99,No
CUST00486,Female,1,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),30.7,267.89,No
CUST00487,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),35.41,287.12,No
CUST00488,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.31,176.22,Yes
CUST00489,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.94,0.0,No
CUST00490,Male,1,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.87,4.88,No
CUST00491,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.22,171.73,Yes
CUST00492,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),50.52,386.87,Yes
CUST00493,Female,1,No,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.49,1683.69,Yes
CUST00494,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),48.72,139.81,No
CUST00495,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),53.63,528.91,No
CUST00496,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,33.55,411.0,No
CUST00497,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,53.05,383.75,Yes
CUST00498,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,45.82,41.79,Yes
CUST00499,Male,1,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.82,298.85,No
CUST00500,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,49.7,176.56,Yes
CUST00501,Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.0,0.0,Yes
CUST00502,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),37.25,831.27,No
CUST00503,Female,0,No,Yes,36,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,42.44,1534.48,No
CUST00504,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),37.95,366.26,No
CUST00505,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.73,618.58,No
CUST00506,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.42,75.02,Yes
CUST00507,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.76,479.82,No
CUST00508,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.75,12.09,Yes
CUST00509,Male,1,Yes,Yes,15,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.23,540.99,Yes
CUST00510,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),35.81,452.58,No
CUST00511,Male,1,Yes,Yes,59,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,40.08,2332.65,No
CUST00512,Female,1,No,No,36,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,22.87,843.47,No
CUST00513,Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.69,368.31,Yes
CUST00514,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.07,1063.02,No
CUST00515,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.07,0.0,Yes
CUST00516,Female,1,Yes,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),46.88,437.52,No
CUST00517,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),54.5,157.69,No
CUST00518,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.56,333.58,Yes
CUST00519,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.25,471.98,No
CUST00520,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,21.98,3.98,No
CUST00521,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.99,158.77,No
CUST00522,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),46.11,1159.14,No
CUST00523,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,53.65,2.48,Yes
CUST00524,Female,1,No,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),30.16,68.76,Yes
CUST00525,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.09,602.76,No
CUST00526,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,56.77,207.46,No
CUST00527,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,58.3,257.1,No
CUST00528,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),47.65,439.3,No
CUST00529,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.26,1249.22,No
